,AS51 Index,,BHP AT Equity,,,,,CSL AT Equity,,,,,RIO AT Equity,,,,,CBA AT Equity,,,,,WOW AT Equity,,,,,WES AT Equity,,,,,TLS AT Equity,,,,,AMC AT Equity,,,,,BXB AT Equity,,,,,FPH AT Equity,,,,
31/5/17,0.1231,5724.572,-0.4167,23.9,23.8892,9204129,119705.1717,-1.7852,129.29,129.5827,1310781,58676.3852,-0.727,62.81,62.7422,2555622,100386.1148,0.2644,79.65,79.7903,5964569,137783.9993,0.7347,26.05,25.9826,3002139,33719.5499,1.1369,30.699,30.6173,3462953,48414.977,-0.2268,4.4,4.3987,71459272,52330.5105,-0.5188,15.34,15.3733,4085313,17765.8866,-1.0496,10.37,10.4078,5295219,16481.7048,0.4946,10.16,10.1688,510521,5773.1304
1/6/17,0.2427,5738.128,-0.7113,23.73,23.6199,7887026,119887.1083,1.5701,131.32,131.1102,1393239,59597.6712,-1.6876,61.75,61.6708,1834571,101389.7169,-0.0377,79.62,79.6535,2564771,137732.1032,0.3071,26.13,26.0048,2209267,33823.1032,-3.1148,29.7428,29.6217,5698773,46906.9695,0.6818,4.43,4.4115,43367388,52687.3095,3.781,15.92,15.8182,5035720,18437.6085,0.7715,10.45,10.4917,3642686,16608.8539,0.8858,10.25,10.2478,617070,5824.5706
2/6/17,0.8711,5788.114,1.4328,24.07,24.0124,7208456,120664.4763,0.5178,132,131.9818,728610,59906.2793,1.7328,62.82,62.701,1859986,101598.3118,0.9545,80.38,80.2302,2916748,139046.803,1.5308,26.53,26.4486,2291380,34340.8698,1.4503,30.1742,29.9799,3150732,47587.2736,1.3544,4.49,4.4939,38459022,53400.9074,0.8794,16.06,16.023,2814109,18599.7482,0.3828,10.49,10.4879,3059998,16672.4285,1.9512,10.45,10.4129,460517,5938.4759
5/6/17,-0.5744,5754.867,-1.7034,23.66,23.6254,12778694,118474.016,0.1894,132.25,132.2206,843910,60019.7382,-1.3053,62,62.0308,1823882,99977.0065,-1.3312,79.31,79.2826,3534212,137195.8441,0,26.53,26.4504,2041595,34340.8698,0.143,30.2173,30.1331,2025039,47655.304,-0.2227,4.48,4.4782,18080683,53281.9744,1.0585,16.23,16.2087,2797923,18796.6322,0.286,10.52,10.5461,3453868,16720.1094,1.0526,10.56,10.5673,1197869,6000.9862
6/6/17,-1.5186,5667.474,-1.3525,23.34,23.3745,8196597,117645.9014,-1.6257,130.1,130.6322,904224,59043.9919,-0.8548,61.47,61.6557,1454345,100078.5857,-1.4626,78.15,78.47,3629209,135189.197,-1.5454,26.12,26.2363,1523110,33810.1591,-1.4751,29.7716,29.9424,1518542,46952.3231,-0.6696,4.45,4.4595,30892212,52925.1754,-0.4313,16.16,16.1696,2623517,18715.5624,-0.8555,10.43,10.4739,2209731,16577.0667,-2.0833,10.34,10.4731,1024010,5876.1051
7/6/17,0.0088,5667.172,-0.6427,23.19,23.263,12638096,116790.6116,0.907,131.28,130.4252,805014,59579.5178,0.3416,61.68,61.9524,1591220,100437.4905,0.4479,78.5,78.3193,2732421,135794.6509,-0.6891,25.94,25.994,4381373,33577.1641,-2.8496,28.9232,28.9939,4325680,45614.3916,0.2247,4.46,4.4555,25653183,53044.1084,-1.2995,15.95,15.9938,2583622,18472.3527,-0.0959,10.42,10.3854,2770001,16561.173,0.5803,10.4,10.3795,519369,5910.3269
8/6/17,0.1663,5676.597,0.5175,23.31,23.1983,8346545,117703.9589,3.0774,135.32,134.6715,1254770,61413.013,0.6809,62.1,61.8042,1597327,102092.6732,0.7006,79.05,78.7582,2149650,136746.0784,0.5012,26.07,25.9543,4037144,33745.4383,-0.1989,28.8657,28.7605,2567279,45523.6844,-1.3453,4.4,4.4011,42534267,52330.5105,-0.3135,15.9,15.9129,1907274,18414.4456,-1.1516,10.3,10.3132,2793000,16370.5072,0.0962,10.41,10.4243,451198,5917.8016
9/6/17,0.0213,5677.804,0.9867,23.54,23.5405,11056244,118734.9792,-0.1995,135.05,135.2806,872006,61290.4774,1.3527,62.94,62.944,1806701,102350.8603,0.1771,79.19,79.1726,2233945,136988.2599,-0.4603,25.95,25.9036,1827206,33590.1083,-0.2242,28.801,28.8564,2167575,45421.6388,-0.6818,4.37,4.3677,28312368,51973.7116,0.2516,15.94,15.9021,3080509,18460.7713,-0.8738,10.21,10.2291,3334055,16227.6072,0.5764,10.47,10.458,361074,5951.9547
12/6/17,0.0213,5677.804,0.9867,23.54,23.5405,11056244,118734.9792,-0.1995,135.05,135.2806,872006,61290.4774,1.3527,62.94,62.944,1806701,102350.8603,0.1771,79.19,79.1726,2233945,136988.2599,-0.4603,25.95,25.9036,1827206,33590.1083,-0.2242,28.801,28.8564,2167575,45421.6388,-0.6818,4.37,4.3677,28312368,51973.7116,0.2516,15.94,15.9021,3080509,18460.7713,-0.8738,10.21,10.2291,3334055,16227.6072,0.5764,10.47,10.458,361074,5951.9547
13/6/17,1.6783,5772.766,0.5523,23.67,23.5414,10017111,118869.6171,1.9252,137.65,136.6721,1174708,62470.4496,-0.5243,62.61,62.6431,2162826,101083.2358,2.4498,81.13,80.6194,4117682,140344.2042,0.501,26.08,25.9246,3940211,33758.3824,1.6975,29.2899,29.0767,3181877,46192.6502,0.2288,4.38,4.3579,30834809,52092.6446,0.3764,16,15.9699,3052631,18530.2598,1.2733,10.34,10.2912,3817850,16434.2271,0.4776,10.52,10.5006,607579,5980.3786
14/6/17,1.0605,5833.904,0.0845,23.69,23.7799,15544606,117890.8645,3.1892,142.04,141.0854,1694203,64462.7872,-0.0319,62.59,62.3037,2681101,98855.4014,1.4421,82.3,82.042,5736170,142368.1499,0.8052,26.29,26.1684,5610005,34030.2099,0.4173,29.4121,29.2693,4056052,46385.403,-0.4566,4.36,4.3789,41420534,51854.7786,2.0625,16.33,16.2467,4864821,18912.4464,1.2573,10.47,10.4368,4339992,16640.847,1.616,10.69,10.6505,709971,6077.0197
15/6/17,-1.2106,5763.19,-2.8704,23.01,23.0184,26333884,115159.1207,-1.8234,139.45,140.1636,3002595,63287.3534,-3.6907,60.28,60.6812,4932703,96456.6222,-0.729,81.7,82.2682,10569256,141330.229,-0.3804,26.19,26.2326,7215779,33900.7682,0.2689,29.4912,29.2452,6792646,46510.1254,0.2294,4.37,4.3573,90221186,51973.7116,-0.4899,16.25,16.3544,9918099,18819.7951,-0.191,10.45,10.4808,9991961,16609.0593,-0.3881,10.5,10.4778,855687,5969.009
16/6/17,0.1882,5774.034,-0.0869,22.99,22.9745,12694857,114845.6799,-0.3227,139,139.1698,917349,63083.1274,-0.3318,60.08,60.123,3997596,95393.1734,0.1958,81.86,81.8505,2920351,141607.0079,0.2291,26.25,26.2899,3764367,33978.4332,-0.7801,29.2611,29.2806,3049146,46147.2965,0.2288,4.38,4.3898,33650541,52092.6446,0.6154,16.35,16.3443,3684751,18935.6092,0.5742,10.51,10.5273,4906308,16704.4223,1.2381,10.63,10.6086,400532,6043.0077
19/6/17,0.5393,5805.174,0.0435,23,22.9693,10284878,115624.4894,0.446,139.62,139.423,488409,63364.5054,-0.0499,60.05,59.7248,3347505,96389.8948,1.1361,82.79,82.5909,2477905,143215.7853,-3.5048,25.33,25.3826,6914371,32787.57,-0.2211,29.1964,29.049,2687366,46045.2509,0.6849,4.41,4.4035,17531546,52449.4435,1.3456,16.57,16.5341,2949331,19190.4003,0.1903,10.53,10.5608,2475733,16736.21,0.8467,10.72,10.7063,368862,6094.1715
20/6/17,-0.8255,5757.253,-0.1739,22.96,23.0577,9783876,113853.9067,-0.7592,138.56,139.1891,1042198,62883.4398,-0.5495,59.72,59.8305,2234787,93777.65,-0.6643,82.24,82.3541,4348940,142264.3578,-0.7106,25.15,25.2228,6875354,32554.5751,-0.2462,29.1245,29.1711,2238663,45931.8669,-0.6803,4.38,4.3805,25283587,52092.6446,0.7846,16.7,16.7066,4064707,19340.9586,-1.4245,10.38,10.438,3967380,16497.8025,-0.8396,10.63,10.6845,290474,6043.0077
21/6/17,-1.5899,5665.721,-3.7456,22.1,22.1955,12728124,111382.8077,0.6784,139.5,139.4842,984239,63310.0452,-2.8801,58,58.123,3522892,93967.4576,-1.751,80.8,81.0652,3260528,139773.3477,-0.1988,25.1,25.0908,3546770,32489.8542,-0.7159,28.916,28.9283,2498407,45603.0532,-1.1416,4.33,4.3348,24516316,51497.9797,-1.0778,16.52,16.5466,4044722,19132.4932,-2.3121,10.14,10.1912,6542053,16116.4791,-0.6585,10.56,10.5558,432886,6003.2137
22/6/17,0.7126,5705.952,0.2262,22.15,22.2671,7206879,111833.248,1.0753,141,140.2597,790906,63990.7983,0.6379,58.37,58.7257,2106170,94614.9727,1.3366,81.88,81.7537,2808912,141641.6053,0.5179,25.23,25.2118,3349605,32658.1284,1.4918,29.3474,29.2469,1953689,46283.3574,-0.2309,4.32,4.329,29656772,51379.0467,0,16.52,16.5562,2324743,19132.4932,-0.2959,10.11,10.1024,5511382,16069.0539,0.7576,10.64,10.6362,489747,6049.3225
23/6/17,0.1739,5715.875,1.1738,22.41,22.3928,7165900,112514.541,1.6525,143.33,142.7107,780899,65048.2349,0.7881,58.83,58.928,1938849,95105.1792,-0.7694,81.25,81.2607,2976353,140551.7883,0.5153,25.36,25.3353,2624185,32826.4025,-0.245,29.2755,29.2376,1375832,46169.9733,0.6944,4.35,4.3541,27528351,51735.8457,0.4237,16.59,16.5811,2530746,19213.5631,0.4946,10.16,10.1479,6041669,16148.525,0.4699,10.69,10.7054,349492,6077.7498
26/6/17,0.075,5720.162,0.1785,22.45,22.4721,5291758,112550.2032,-0.4256,142.72,143.5289,913675,64771.3953,1.2579,59.57,59.4719,1862275,95453.7381,0.3692,81.55,81.5263,2923487,141070.7488,0.9069,25.59,25.5954,4222105,33124.1183,0.835,29.52,29.4744,1897412,46555.479,-0.2299,4.34,4.3514,35644746,51616.9127,-0.5425,16.5,16.5294,2370929,19109.3304,-0.1969,10.14,10.16,3220550,16116.7366,0.9355,10.79,10.7943,275713,6134.6438
27/6/17,-0.1043,5714.194,0.0445,22.46,22.3591,7302856,113725.135,-1.3453,140.8,141.1409,662242,63896.4992,0.47,59.85,59.519,1784414,98194.8924,0.6499,82.08,82.0617,2265951,141987.5789,-0.0782,25.57,25.5057,3373099,33098.23,-1.169,29.1749,29.2108,1652950,46011.2357,-0.4608,4.32,4.3231,23433281,51379.0467,-0.4848,16.42,16.4016,1680271,19016.6791,-0.9862,10.04,10.0542,3728639,15957.7944,1.4829,10.95,10.8742,437359,6225.6117
28/6/17,0.7263,5755.698,1.9145,22.89,22.8532,11232381,115684.1613,-0.2415,140.46,140.2381,785340,63742.2037,2.4896,61.34,61.1036,2976936,99159.1182,0.7675,82.71,82.3328,2878203,143077.3958,0.3911,25.67,25.6077,2485046,33227.6717,0.4682,29.3115,29.228,1683165,46226.6654,0.9259,4.36,4.3406,28492739,51854.7786,-0.1827,16.39,16.3278,2397694,18981.9348,-1.6932,9.87,9.9044,9174038,15687.5927,0,10.95,10.9064,830966,6225.6117
29/6/17,1.2897,5818.1,2.5775,23.48,23.3838,9774047,117972.6408,1.1462,142.07,140.8082,1123963,64472.8384,3.342,63.39,62.9251,3439171,101842.1913,1.5838,84.02,84.0237,3805387,145343.5231,0.6623,25.84,25.8494,4462503,33447.7225,-0.2208,29.2468,29.3518,2006185,46124.6197,0.2294,4.37,4.3641,22458583,51973.7116,0.8542,16.53,16.5057,3030646,19144.0746,0.9119,9.96,9.9734,6821834,15830.6407,1.3699,11.1,11.0477,464473,6310.894
30/6/17,-1.6572,5721.494,-0.8518,23.28,23.2874,12699105,116848.4307,-2.8437,138.03,138.7624,2870172,62639.4445,-0.1893,63.27,63.3359,5316788,102013.6726,-1.4401,82.81,83.0406,7045122,143250.3827,-1.161,25.54,25.5063,5808776,33059.3975,-1.3766,28.8441,28.9681,4825217,45489.6692,-1.6018,4.3,4.3101,38521373,51141.1808,-1.9359,16.21,16.2512,5564803,18773.4694,-2.3092,9.73,9.7949,8201540,15465.0737,-2.2523,10.85,10.8924,485583,6168.7919
3/7/17,-0.6468,5684.486,-0.2148,23.23,23.2505,7313438,118025.1504,-1.9996,135.27,136.0156,828708,61386.9279,0.5216,63.6,63.5887,1370494,105148.5309,-0.4468,82.44,82.6653,2255385,142610.3314,-1.2529,25.22,25.2658,2436356,32645.1842,0.1246,28.8801,28.9456,2040845,45546.3612,0.2326,4.31,4.3049,22383929,51260.1137,-1.0487,16.04,16.0825,2189361,18576.5854,-0.6166,9.67,9.6878,3890673,15369.7261,-2.0276,10.63,10.7238,574197,6044.1178
4/7/17,1.7474,5783.818,2.2815,23.76,23.7849,9054123,120355.1601,0.8945,136.48,136.4465,699661,61936.0384,0.7862,64.1,64.4681,1903715,105741.1354,1.8923,84,83.9408,4322331,145308.9258,1.8636,25.69,25.6441,2314496,33253.56,1.5434,29.3258,29.2371,1794189,46249.3422,2.0882,4.4,4.3856,36957789,52330.5105,1.8703,16.34,16.2773,2814562,18924.0278,1.1375,9.78,9.7952,4200332,15544.5627,-0.0941,10.62,10.5587,622029,6038.4967
5/7/17,-0.3556,5763.252,1.6414,24.15,24.0986,9176840,121946.7583,-1.0844,135,135.6647,794778,61264.3991,1.7161,65.2,65.0417,2170791,106174.1432,-0.4286,83.64,83.6443,2363393,144686.1732,-0.2725,25.62,25.6317,1863601,33162.9508,-0.5884,29.1533,29.2535,1323390,45977.2205,0.2273,4.41,4.4069,24686936,52449.4435,0.2448,16.38,16.3688,2370226,18970.3534,-0.818,9.7,9.7182,3120985,15417.4845,-1.6008,10.45,10.5005,566850,5941.8876
6/7/17,-0.0721,5758.763,0.6211,24.3,24.264,10665039,123058.5366,1.4815,137,137.2155,1088190,62172.0198,-1.2883,64.36,64.4186,2292479,105627.5729,-0.7532,83.01,83.1507,2456675,143596.3563,-0.2732,25.55,25.4627,2567441,33072.3417,1.0358,29.4553,29.3995,2496417,46453.4334,-0.907,4.37,4.3882,20660153,51973.7116,-0.1221,16.36,16.3418,2086944,18947.1906,0,9.7,9.7009,3163800,15417.5106,-0.2871,10.42,10.4326,567672,5924.8296
7/7/17,-0.9585,5703.567,1.1934,24.59,24.4681,11959674,123450.3667,-2.0657,134.17,134.7275,1406703,60887.7365,1.0566,65.04,64.7375,1996230,105559.5783,-1.0601,82.13,82.0816,3770476,142074.0723,-0.1957,25.5,25.4583,2305814,33007.6208,-0.1464,29.4121,29.382,2241168,46385.403,-1.1442,4.32,4.3337,34791579,51379.0467,-1.4059,16.13,16.1614,3054347,18680.8181,-1.7526,9.53,9.5427,5084812,15147.3068,1.8234,10.61,10.5522,633845,6038.7556
10/7/17,0.3659,5724.436,-0.2847,24.52,24.4865,7563826,123963.4876,-0.6335,133.32,133.8344,1036879,60501.9984,0.0923,65.1,65.0072,1996969,106401.4613,0.828,82.81,82.8244,2873284,143250.3824,1.0588,25.77,25.7658,2225641,33357.1127,-0.0978,29.3834,29.4293,1864947,46340.0507,0.9259,4.36,4.3548,22774374,51854.7786,-0.248,16.09,16.127,2742261,18634.4931,-0.2099,9.51,9.5399,4262246,15115.5185,0.0943,10.62,10.6367,366870,6044.4471
11/7/17,0.0784,5728.926,1.0604,24.78,24.7559,6520487,124649.5454,-0.6451,132.46,132.3094,1007401,60111.7215,0.7988,65.62,65.421,1572013,106861.2112,0.157,82.94,82.8347,2325760,143475.2653,-0.0776,25.75,25.7758,1862120,33331.2244,-0.4649,29.2468,29.2905,1839992,46124.621,-0.4587,4.34,4.3547,19158850,51616.9127,-0.3108,16.04,16.063,2877834,18576.5861,-0.5258,9.46,9.494,3292398,15036.0468,-0.0942,10.61,10.5973,338518,6038.7555
12/7/17,-0.9617,5673.831,0.4036,24.88,24.9026,8834432,125715.1926,-2.5366,129.1,129.9489,1217674,58586.9186,0.0762,65.67,65.7888,1954109,107258.1353,-0.9887,82.12,82.1323,3007799,142056.7734,-0.2718,25.68,25.6547,1984786,33240.6152,-0.8604,28.9951,28.9939,2177069,45727.777,-0.4608,4.32,4.3205,20484152,51379.0467,-1.1222,15.86,15.9275,3257837,18368.1206,-1.0571,9.36,9.3804,5030029,14877.1034,-1.885,10.41,10.4719,382676,5926.4083
13/7/17,1.1093,5736.768,0.4823,25,24.975,7439756,125865.2157,2.835,132.76,132.3094,1183050,60247.8646,-0.4264,65.39,65.4954,1614644,106006.7601,0.5358,82.56,82.5928,2903674,142817.9154,1.2461,26,25.9553,2425589,33654.8285,2.5291,29.7285,29.5838,2821813,46884.294,-0.2315,4.31,4.3259,28774103,51260.1138,0,15.86,15.8979,2992846,18368.1206,1.4957,9.5,9.4579,18886927,15099.6241,1.3449,10.55,10.5286,343241,6006.2857
14/7/17,0.4942,5765.119,0.52,25.13,25.1262,6925413,126859.0529,-1.4086,130.89,131.364,1064910,59399.2392,0.2141,65.53,65.4957,1253353,106783.4173,0.6783,83.12,83.0514,2669648,143786.6415,1.4231,26.37,26.3085,2651739,34133.7626,0.4837,29.8722,29.9065,2040020,47111.0621,-0.232,4.3,4.2965,29892731,51141.1808,0.2522,15.9,15.9261,2917414,18414.4463,0,9.5,9.5295,8545573,15099.6241,0.6635,10.62,10.5958,413033,6046.1378
17/7/17,-0.1674,5755.47,0.1592,25.17,25.1888,4313342,127570.7622,-0.7182,129.95,130.1906,696899,58862.641,0.5951,65.92,65.9943,1125639,107443.5852,-0.2166,82.94,82.9688,1406194,143475.2653,0.3413,26.46,26.4591,2163195,34250.2601,-0.2166,29.8075,29.8329,1171210,47009.0164,-1.8605,4.22,4.2431,31560053,50189.7169,0.6918,16.01,16.0026,1711469,18541.8418,0.8421,9.58,9.5758,3617601,15226.8409,-0.8475,10.53,10.5449,157006,5994.8994
18/7/17,-1.1828,5687.393,-0.2781,25.1,25.2046,8367783,126316.393,-1.2235,128.36,128.7712,821792,58142.4286,-1.4867,64.94,65.1202,1924411,105313.9293,-1.8568,81.4,81.5999,3623819,140811.2683,-0.7937,26.25,26.2322,3120059,33978.4326,-1.8331,29.2611,29.3625,2424110,46147.2978,-0.9479,4.18,4.2003,28010661,49713.985,-1.6864,15.74,15.7906,2992492,18229.1437,1.5658,9.73,9.6841,5762819,15465.257,-3.2289,10.19,10.2514,575041,5801.3319
19/7/17,0.7865,5732.126,-1.0757,24.83,24.7432,7326682,125440.5849,-0.2883,127.99,127.9842,694138,57974.832,-0.6775,64.5,64.3189,1669452,104663.5578,2.9607,83.81,83.7464,5554084,144980.2506,0,26.25,26.2845,1854496,33978.4326,-0.4177,29.1389,29.2205,1920576,45954.545,-1.6746,4.11,4.1143,52980992,48881.4542,-0.8895,15.6,15.6394,2047870,18067.0039,0.3083,9.76,9.7687,5011229,15512.9402,-0.1963,10.17,10.184,289832,5789.9455
20/7/17,0.5116,5761.453,0.5638,24.97,24.9745,6762570,125452.0642,-0.4688,127.39,127.5555,1011362,57703.0538,-0.186,64.38,64.4275,1484741,102770.8741,0.8949,84.56,84.6334,4596038,146277.6517,0.8381,26.47,26.4186,2010464,34263.2042,-0.1727,29.0886,29.1348,1976050,45875.1762,-0.2433,4.1,4.1124,35348075,48762.5212,0.1282,15.62,15.6057,1815626,18090.1667,-1.4344,9.62,9.6247,5399660,15290.4185,-0.1967,10.15,10.1677,276024,5778.5592
21/7/17,-0.6702,5722.841,-1.9223,24.49,24.5021,7619060,123902.9218,-0.471,126.79,126.9385,1396394,57431.2755,-2.0659,63.05,63.1135,1773897,102010.7526,-0.6977,83.97,84.0765,2540691,145257.0295,-0.6422,26.3,26.3082,1722854,34043.1534,-0.5685,28.9232,28.9845,2213132,45614.3929,0,4.1,4.1028,19175926,48762.5212,-0.2561,15.58,15.6073,2452100,18043.8411,-0.3119,9.59,9.6167,2882713,15242.7353,1.9704,10.35,10.3289,661335,5892.4225
24/7/17,-0.6076,5688.071,-0.3675,24.4,24.3822,5301062,123112.4018,-0.6152,126.01,126.1804,712440,57077.9638,-0.682,62.62,62.4582,1608403,101350.1167,-0.4764,83.57,83.3408,2062552,144565.0822,-0.1901,26.25,26.1791,2040000,33978.4326,0.0497,28.9376,28.8966,1566968,45637.0697,0.7317,4.13,4.1135,20700117,49119.3201,-1.027,15.42,15.4421,2552296,17858.5385,-1.2513,9.47,9.4664,3730949,15052.0024,0.2899,10.38,10.3747,445649,5909.5435
25/7/17,0.6792,5726.597,0.6557,24.56,24.5625,5344766,125421.1106,2.0236,128.56,128.4724,694519,58233.0214,0.6068,63,62.8965,1645596,104682.4565,0.8496,84.28,84.3452,2286026,145793.2886,0.419,26.36,26.3682,1791488,34120.8184,0.0994,28.9664,29.0004,1225357,45682.4234,-0.9685,4.09,4.1101,24434376,48643.5882,0.3891,15.48,15.4662,3063729,17928.027,-0.2112,9.45,9.4745,3350757,15020.2136,0.9634,10.48,10.474,229669,5966.5031
26/7/17,0.8736,5776.625,3.298,25.37,25.3766,9101702,128532.0162,1.1279,130.01,129.8003,761607,58889.8188,2.619,64.65,64.7852,3026226,105344.5084,0.6289,84.81,84.8502,2021200,146710.1187,0.7587,26.56,26.5618,3037546,34379.7017,1.0673,29.2755,29.3501,1648502,46169.9747,0.2445,4.1,4.1043,20862649,48762.5212,1.0336,15.64,15.6443,2434513,18113.3296,0.1058,9.46,9.4684,2683813,15036.108,-0.6679,10.41,10.4382,252939,5926.6505
27/7/17,0.1452,5785.01,1.1037,25.65,25.7273,12642808,129564.4568,-0.9153,128.82,129.2211,689770,58350.7919,0.6032,65.04,65.1663,2058485,106018.8582,0.283,85.05,84.9992,1862642,147125.2871,0.6401,26.73,26.7346,1680712,34599.7525,0.1965,29.333,29.3137,1176453,46260.6819,0.4878,4.12,4.1208,21127544,49000.3872,0.5115,15.72,15.7061,2415463,18205.9809,-0.1057,9.45,9.4721,2656909,15020.2136,-0.6724,10.34,10.3583,366373,5886.7979
28/7/17,-1.4208,5702.818,-1.2476,25.33,25.346,16451654,128718.0331,-2.2357,125.94,126.0053,2006085,57046.2563,-1.23,64.24,64.208,3229253,106039.5826,-1.5168,83.76,83.8416,5459225,144893.7572,-0.823,26.51,26.4589,2918458,34314.9809,-0.6618,29.1389,29.1565,2772858,45954.545,-0.2427,4.11,4.1182,29925910,48881.4542,-2.1628,15.38,15.399,3064185,17812.2128,-2.328,9.23,9.2658,6102319,14670.5367,-0.7737,10.26,10.294,603886,5841.2983
31/7/17,0.3117,5720.591,2.0529,25.85,25.8994,8274611,131128.2762,0.0476,126,125.9293,658909,57073.4341,2.4128,65.79,65.8132,2172646,107476.982,-0.0358,83.73,83.8379,2217082,144841.8611,0.7167,26.7,26.6293,2578261,34560.92,0.4935,29.2827,29.2883,1756355,46181.3131,-0.2433,4.1,4.1123,39523946,48762.5212,-0.2601,15.34,15.3067,4488734,17765.8872,0.1083,9.24,9.2523,3043119,14686.4575,0.8772,10.35,10.33,367458,5892.5378
1/8/17,0.9052,5772.372,1.1992,26.16,26.1398,8412431,131678.8075,0.8413,127.06,126.2566,860976,57553.5757,0.2432,65.95,66.3302,1677420,107300.8907,0.9674,84.54,84.4681,3191137,146243.0543,1.236,27.03,26.911,2851578,34988.0775,0.4174,29.4049,29.346,3442762,46374.0659,0.9756,4.14,4.1273,35325381,49238.2531,-0.1956,15.31,15.2618,2743397,17731.1429,1.0823,9.34,9.3122,3151357,14845.4019,0.7729,10.43,10.385,289253,5938.084
2/8/17,-0.488,5744.203,-1.5673,25.75,25.7453,7240016,129925.14,0.3306,127.48,127.4093,797861,57743.8205,-0.1668,65.84,65.6688,1728466,105126.7269,-0.3667,84.23,84.2622,1636016,145706.7952,-0.296,26.95,26.94,1795459,34884.5241,-1.0269,29.103,29.1383,2003690,45897.853,-0.7246,4.11,4.1176,35876393,48881.4542,0.3919,15.37,15.3787,2012001,17800.6314,-0.5353,9.29,9.314,2287887,14766.1491,0.4794,10.48,10.4949,305337,5966.5504
3/8/17,-0.1581,5735.123,-0.4272,25.64,25.6029,6663854,129760.3881,-0.3765,127,126.8768,552029,57526.3979,-2.4909,64.2,64.3737,2375026,106066.4116,-0.3087,83.97,84.0961,2372029,145257.0295,0.0742,26.97,26.923,1403213,34910.4125,0,29.103,29.0857,1377810,45897.853,-0.4866,4.09,4.085,38525650,48643.5882,0.0651,15.38,15.3558,2142252,17812.2128,0.8611,9.37,9.3437,3055816,14893.3065,0.1908,10.5,10.5055,388163,5977.9884
4/8/17,-0.2535,5720.583,0.312,25.72,25.6868,4318451,130038.0899,0.8976,128.14,127.9281,570211,58042.7766,1.6199,65.24,65.1454,1964671,107431.557,-3.8704,80.72,81.4548,9239819,139634.958,0.1112,27,26.9771,3593967,34949.245,0.5682,29.2683,29.2172,1783467,46158.6363,-0.489,4.07,4.0681,40971126,48405.7223,-0.5852,15.29,15.3169,3181013,17707.9801,0.7471,9.44,9.4467,2850959,15004.5692,0,10.5,10.503,708313,5978.2286
7/8/17,0.926,5773.558,1.7107,26.16,26.2264,6700252,132570.933,-0.2185,127.86,128.1082,658616,57915.9467,1.7014,66.35,66.4969,1936454,110020.7942,0.9911,81.52,81.2381,4595336,141018.8525,-0.3704,26.9,26.8482,1600930,34819.8033,0.7124,29.4768,29.4032,952468,46487.4499,1.4742,4.13,4.1122,21918940,49119.3201,0.5886,15.38,15.3855,2374285,17812.2128,2.7542,9.7,9.6525,3256895,15417.8306,0.5714,10.56,10.5305,334994,6012.3899
8/8/17,-0.5162,5743.754,-0.2294,26.1,26.2102,6247641,132255.2885,-0.7039,126.96,126.8851,610947,57508.2794,-0.4521,66.05,66.4728,2711926,109297.984,-1.0672,80.65,80.7778,3861332,139513.8672,0.1487,26.94,26.8376,2148512,34871.58,0,29.4768,29.3808,1627365,46487.4499,-0.4843,4.11,4.1087,19248235,48881.4542,0.9753,15.53,15.5079,3509086,17985.934,-0.3093,9.67,9.6476,3307649,15370.1466,0.8523,10.65,10.5893,371177,6063.9829
9/8/17,0.3814,5765.66,0.4215,26.21,26.2374,4139309,132313.6811,1.1972,128.48,128.2707,646100,58196.7843,0.5602,66.42,66.473,1782939,109309.5044,0.5704,81.11,81.3211,4336391,140309.6065,0.1114,26.97,27.0009,2568450,34910.4125,-0.3902,29.3618,29.412,1299209,46306.0355,0,4.11,4.1079,19976843,48881.4542,-0.7727,15.41,15.4676,1593697,17846.9571,0.5171,9.72,9.7108,2777113,15449.62,-0.0939,10.64,10.6042,330763,6058.4144
10/8/17,-0.0271,5760.933,-0.5341,26.07,26.1611,5371364,131538.955,-0.5448,127.78,127.906,682914,57879.7096,0.8392,65.01,65.0455,2725737,105796.6504,-0.074,81.05,81.2348,5300676,140205.8144,-0.8157,26.75,26.8135,2349460,34625.6408,-0.3918,29.2468,29.3401,1513055,46124.621,0.9732,4.15,4.1458,36857851,49357.1861,0.8436,15.54,15.5889,2259243,17997.5154,0.9259,9.81,9.7929,3421948,15592.672,-0.188,10.62,10.6615,232221,6047.0656
11/8/17,-1.1087,5693.14,-1.9946,25.55,25.605,8434517,128587.0099,-1.1895,126.26,126.1721,807005,57191.2047,-2.815,63.18,63.4379,3105310,102692.0089,-0.6786,80.5,80.2445,4740282,139254.387,0.4486,26.87,26.7827,2402256,34780.9708,0.4179,29.369,29.265,1742812,46317.3739,0,4.15,4.154,51660303,49357.1861,-0.2574,15.5,15.4598,1827471,17951.1898,-2.4465,9.57,9.5649,3563193,15211.1999,-3.0132,10.3,10.3228,360563,5864.8564
14/8/17,0.6546,5730.407,0.3914,25.65,25.6649,5364336,129839.0461,0.0396,126.31,126.1304,673892,57213.8529,0.3799,63.42,63.5174,1482134,103859.7859,1.0062,81.31,81.2662,3023668,140655.5802,0.1116,26.9,26.8958,1040235,34819.8033,0.661,29.5631,29.5251,1185156,46623.5108,0.4819,4.17,4.163,23892647,49595.0521,0.4516,15.57,15.5632,1020686,18032.2597,1.5674,9.72,9.7149,3237069,15449.62,1.068,10.41,10.3648,171948,5927.8964
